car_id,model,year,engine_size,horsepower,fuel_type,transmission,drivetrain,mileage_km,fuel_consumption_l_per_100km,price_usd,co2_emissions_g_km,doors,seats,body_type,color,owner_count,accident_history,service_history,country_sold
4503,i3,2010,0,214,electric,automatic,RWD,201021,0,24213,0,5,4,hatchback,silver,3,yes,full,UK
4504,X7,2019,3.1,268,petrol,automatic,AWD,55232,9.2,108088,208,5,5,suv,silver,2,no,partial,France
4505,X1,2006,1.9,140,diesel,automatic,AWD,245296,6.9,11131,151,5,5,suv,red,5,yes,partial,France
4506,X7,2008,3.7,345,hybrid,automatic,AWD,300000,7,54386,157,5,5,suv,blue,5,no,partial,UK
4507,X5,2011,3.4,311,hybrid,automatic,AWD,266870,6.5,44729,144,5,5,suv,silver,5,yes,partial,Italy
4508,1 Series,2018,1.6,127,hybrid,automatic,RWD,86372,3.8,18095,72,5,5,hatchback,silver,2,yes,partial,Netherlands
4509,X7,2020,3.6,316,petrol,automatic,AWD,62791,9.6,109679,202,5,5,suv,blue,1,no,full,Italy
4510,3 Series,2005,3,237,diesel,automatic,AWD,300000,7,9245,149,4,5,sedan,red,4,yes,partial,Netherlands
4511,5 Series,2020,2.9,265,petrol,automatic,AWD,10715,9.9,58565,213,4,5,sedan,silver,1,no,full,Spain
4512,Z4,2010,2.4,215,petrol,automatic,RWD,300000,7.5,28035,167,2,2,convertible,black,3,no,full,Netherlands
4513,5 Series,2020,2.9,268,diesel,automatic,AWD,32514,8.3,54548,180,4,5,sedan,black,1,no,full,Turkey
4514,X3,2016,2.2,219,petrol,automatic,RWD,161067,8.3,42686,189,5,5,suv,white,2,no,full,UK
4515,X5,2014,3.7,365,diesel,automatic,AWD,138262,8.4,60600,187,5,5,suv,black,3,no,partial,Turkey
4516,1 Series,2017,1.6,127,petrol,automatic,RWD,142003,7.7,14779,169,3,4,hatchback,white,3,no,partial,Netherlands
4517,X3,2023,3.1,250,hybrid,automatic,AWD,0,5.7,64573,123,5,5,suv,silver,,no,full,Spain
4518,Z4,2019,3,231,petrol,automatic,RWD,63548,9.5,51912,224,2,2,convertible,silver,1,no,none,USA
4519,5 Series,2021,2.1,204,diesel,automatic,RWD,31164,6.2,59285,132,4,5,sedan,grey,2,no,full,Germany
4520,X3,2019,3,228,petrol,automatic,RWD,84275,8.6,44477,179,5,5,suv,silver,2,yes,partial,USA
4521,X3,2018,3.3,259,petrol,automatic,RWD,141467,9.9,47157,212,5,5,suv,,3,no,partial,UK
4522,5 Series,2015,2.9,216,petrol,automatic,RWD,187525,8.4,36541,178,4,5,sedan,red,2,no,full,Spain
4523,5 Series,2019,4.4,370,diesel,automatic,RWD,71187,9.7,59007,224,4,5,sedan,red,1,no,full,UK
4524,X7,2020,3.5,225,diesel,automatic,AWD,57439,8.6,111766,194,5,5,suv,red,1,no,full,Italy
4525,X7,2016,3.1,331,diesel,automatic,AWD,90376,8.9,106176,188,5,5,suv,white,2,no,full,UK
4526,5 Series,2018,2,242,petrol,automatic,AWD,76069,,42357,171,4,5,sedan,white,1,yes,partial,Germany
4527,5 Series,2015,4.1,365,petrol,automatic,RWD,96133,9.8,47615,204,4,5,sedan,silver,3,yes,,Netherlands
4528,3 Series,2022,3.1,239,hybrid,automatic,AWD,38265,6.1,45376,141,4,5,sedan,silver,1,no,full,USA
4529,3 Series,2015,2.6,282,hybrid,automatic,AWD,134055,4.9,29263,86,4,5,sedan,blue,4,no,full,Germany
4530,X3,2023,2.2,278,petrol,automatic,AWD,2312,7.9,53228,163,5,5,suv,white,,no,partial,Turkey
4531,i4,2017,0,300,electric,automatic,RWD,100353,,57098,0,4,5,coupe,black,3,yes,full,Spain
4532,i4,2021,0,352,electric,automatic,AWD,71052,0,64820,0,4,5,coupe,grey,0,yes,full,Turkey
4533,3 Series,2015,1.9,153,petrol,manual,RWD,91619,8,30521,172,4,5,sedan,white,2,no,full,USA
4534,X5,2010,3,343,petrol,automatic,AWD,280816,9.7,50127,219,5,5,suv,silver,4,,partial,Germany
4535,X1,2016,2.5,265,diesel,automatic,AWD,112920,7.9,32409,169,5,5,suv,white,2,yes,full,Netherlands
4536,X3,2017,2.1,251,hybrid,automatic,RWD,89013,5.7,50212,127,5,5,suv,white,4,no,full,Germany
4537,7 Series,2021,0,331,electric,automatic,AWD,73120,0,118837,0,4,4,sedan,blue,1,no,full,USA
4538,5 Series,2010,3.1,222,diesel,automatic,RWD,244296,7.9,29499,172,4,5,sedan,white,3,no,partial,UK
4539,X1,2014,1.7,210,hybrid,automatic,FWD,91563,4.8,27309,109,5,5,suv,grey,3,yes,partial,USA
4540,7 Series,2021,4.9,377,hybrid,automatic,AWD,33885,8,104820,175,4,5,sedan,black,0,yes,full,USA
4541,7 Series,2022,3.5,306,diesel,automatic,RWD,17616,8.4,119029,183,4,5,sedan,white,1,no,full,UK
4542,5 Series,2023,3.3,278,petrol,automatic,RWD,25099,10.4,65740,240,4,5,sedan,black,0,no,partial,UK
4543,5 Series,2012,2.5,235,petrol,automatic,AWD,129878,9.5,32810,208,4,5,sedan,blue,4,yes,full,Italy
4544,i7,2012,0,444,electric,automatic,AWD,140050,0,92455,0,4,5,sedan,black,5,no,none,France
4545,i3,2009,0,207,electric,automatic,RWD,172579,0,28271,0,5,4,hatchback,white,4,no,full,France
4546,5 Series,2021,3.8,381,hybrid,automatic,AWD,55905,6.5,62500,137,4,5,sedan,grey,1,no,full,USA
4547,1 Series,2022,1.6,154,petrol,automatic,FWD,52579,6.4,28610,150,5,4,hatchback,grey,1,,full,Germany
4548,i4,2020,0,318,electric,automatic,RWD,62263,0,65848,0,4,5,coupe,silver,2,yes,full,Netherlands
4549,X3,2012,3,301,diesel,automatic,AWD,273237,,27698,156,5,5,suv,silver,4,no,none,France
4550,X3,2012,2.1,219,diesel,automatic,AWD,195359,6.8,31106,155,5,5,suv,black,2,yes,,Netherlands
4551,1 Series,2024,2.5,218,diesel,automatic,FWD,0,7,33439,147,3,4,hatchback,silver,1,no,full,Germany
4552,X3,2006,2.8,232,hybrid,automatic,AWD,189706,5.7,24075,118,5,5,suv,,4,yes,full,Turkey
4553,X3,2017,3.4,290,hybrid,automatic,AWD,103316,5.8,51939,127,5,5,suv,red,1,no,full,Italy
4554,i3,2019,0,193,electric,automatic,RWD,51508,0,45745,0,5,4,hatchback,grey,2,no,none,UK
4555,X1,2014,1.8,136,petrol,automatic,FWD,89954,7.7,34534,177,5,5,suv,red,1,no,full,USA
4556,5 Series,2020,3.8,330,petrol,automatic,RWD,30749,10.2,57107,230,4,5,sedan,black,1,no,full,Turkey
4557,X7,2022,3.5,280,hybrid,automatic,AWD,32435,5.8,96683,123,5,5,suv,silver,0,yes,full,Italy
4558,5 Series,2008,2.9,214,petrol,automatic,AWD,300000,8.2,20895,176,4,5,sedan,blue,,no,partial,Spain
4559,i3,2021,0,199,electric,automatic,RWD,38124,0,57126,0,5,4,hatchback,white,1,no,,USA
4560,1 Series,2013,2.8,248,petrol,manual,FWD,227894,9,13835,179,5,5,hatchback,silver,3,no,none,USA
4561,3 Series,2020,2,230,petrol,automatic,RWD,37088,8.1,36088,174,4,5,sedan,blue,2,yes,full,Netherlands
4562,X1,2017,2,145,petrol,automatic,FWD,73378,7.4,29046,157,5,5,suv,grey,1,yes,full,Spain
4563,Z4,2009,2.3,158,petrol,automatic,RWD,200398,,27082,174,2,2,convertible,white,5,no,partial,Spain
4564,X3,2016,3.4,262,hybrid,automatic,RWD,120055,6.2,49747,125,5,5,suv,red,2,no,full,Spain
4565,X3,2020,2,257,diesel,automatic,RWD,43831,5.9,52790,139,5,5,suv,white,2,no,full,Italy
4566,3 Series,2014,3.5,325,diesel,manual,RWD,146299,7.9,27085,179,4,5,sedan,grey,1,yes,partial,USA
4567,1 Series,2013,2.7,210,petrol,manual,FWD,157740,7.9,13001,171,5,4,hatchback,black,2,yes,partial,Turkey
4568,X3,2013,2.8,310,diesel,automatic,AWD,211083,7.8,34329,181,5,5,suv,white,4,yes,full,Germany
4569,X7,2010,4.1,377,petrol,automatic,AWD,300000,9.9,72788,208,5,5,suv,silver,4,no,partial,USA
4570,X3,2015,2.4,209,diesel,automatic,AWD,231586,7.3,27099,159,5,5,suv,,3,yes,partial,UK
4571,1 Series,2020,2.7,241,diesel,automatic,RWD,35807,7.9,26065,164,5,5,hatchback,white,1,,partial,Turkey
4572,3 Series,2018,3.3,256,hybrid,automatic,AWD,47518,5.6,41190,130,4,5,sedan,blue,2,no,full,Germany
4573,5 Series,2019,3.3,282,petrol,automatic,RWD,58966,9,44491,195,4,5,sedan,black,3,no,none,Spain
4574,i3,2013,0,120,electric,automatic,RWD,82969,0,28970,0,5,4,hatchback,white,4,yes,full,Spain
4575,5 Series,2020,4.2,311,diesel,automatic,AWD,40091,9.7,53269,226,4,5,sedan,blue,1,yes,full,UK
4576,X7,2023,4.2,323,petrol,automatic,AWD,18171,10.6,117403,256,5,5,suv,grey,0,no,partial,Italy
4577,5 Series,2009,3.1,307,hybrid,automatic,RWD,220884,5.7,25645,120,4,5,sedan,silver,4,yes,partial,UK
4578,X7,2020,3.8,302,petrol,automatic,AWD,64601,10.6,122560,228,5,5,suv,grey,1,no,full,UK
4579,i7,2024,0,338,electric,automatic,AWD,2199,0,171724,0,4,5,sedan,black,0,no,full,UK
4580,3 Series,2014,1.6,131,hybrid,automatic,AWD,104671,3.9,21942,81,4,5,sedan,grey,2,yes,partial,Spain
4581,3 Series,2010,2.7,314,hybrid,automatic,RWD,193123,5.9,20307,127,4,5,sedan,grey,3,yes,partial,Netherlands
4582,3 Series,2022,2.6,235,petrol,automatic,RWD,12751,7.9,40984,174,4,5,sedan,silver,1,no,partial,France
4583,5 Series,2012,2.9,206,petrol,automatic,RWD,185475,9.5,33908,200,4,5,sedan,silver,3,no,full,UK
4584,7 Series,2014,0,270,electric,automatic,RWD,150609,0,77019,0,4,4,sedan,silver,3,no,partial,UK
4585,X7,2016,3.3,309,petrol,automatic,AWD,138826,8.8,81479,187,5,5,suv,black,1,yes,full,Netherlands
4586,3 Series,2015,2.5,251,diesel,automatic,AWD,94887,7.7,27367,159,4,5,sedan,black,1,no,none,Turkey
4587,X5,2012,4.1,335,diesel,automatic,AWD,120853,9.2,58524,212,5,5,suv,white,4,no,full,France
4588,5 Series,2013,3,256,diesel,automatic,AWD,98451,7.7,34741,166,4,5,sedan,blue,3,yes,partial,Netherlands
4589,1 Series,2022,2.9,272,petrol,automatic,RWD,41316,8.7,29883,184,5,5,hatchback,silver,2,no,full,Germany
4590,i7,2024,0,535,electric,automatic,RWD,1063,0,193547,0,4,5,sedan,black,0,no,partial,Netherlands
4591,1 Series,2020,2.1,209,diesel,manual,RWD,50274,,29451,171,3,4,hatchback,grey,1,no,partial,UK
4592,3 Series,2018,2.4,265,diesel,automatic,AWD,141311,7.8,33167,179,4,5,sedan,white,1,no,partial,Germany
4593,7 Series,2020,0,317,electric,automatic,AWD,40849,0,120071,0,4,4,sedan,white,0,no,full,Germany
4594,X1,2018,1.8,162,diesel,automatic,FWD,135697,5.7,31017,,5,5,suv,white,1,yes,full,Spain
4595,X1,2012,2.4,227,hybrid,automatic,AWD,165323,5.1,26286,116,5,5,suv,blue,3,no,partial,Spain
4596,i4,2024,0,357,electric,automatic,AWD,0,0,105091,0,4,5,coupe,silver,0,no,full,USA
4597,1 Series,2007,1.9,174,hybrid,automatic,RWD,234961,4.4,3495,99,5,5,hatchback,black,2,no,partial,Netherlands
4598,5 Series,2021,2,196,diesel,automatic,AWD,39373,7.4,60190,165,4,5,sedan,red,2,no,full,Netherlands
4599,5 Series,2022,3.7,308,hybrid,automatic,AWD,28755,6.3,63258,147,4,5,sedan,grey,1,no,full,France
4600,X3,2019,2.5,244,petrol,automatic,RWD,111263,8.2,44207,195,5,5,suv,black,2,yes,full,Netherlands
4601,3 Series,2009,2.3,203,diesel,automatic,RWD,242973,6.5,12554,138,4,5,sedan,blue,2,yes,full,France
4602,X5,2011,4,301,petrol,automatic,AWD,222661,10.8,43508,238,5,5,suv,silver,5,yes,full,France
4603,7 Series,2021,4.4,416,hybrid,automatic,AWD,29261,7.2,127146,161,4,5,sedan,blue,1,no,full,USA
4604,X7,2021,3.8,329,petrol,automatic,AWD,30831,10,113635,219,5,5,suv,black,1,no,full,Spain
4605,i7,2020,0,409,electric,automatic,RWD,54761,0,153627,0,4,4,sedan,white,1,no,full,Spain
4606,3 Series,2017,3.3,302,petrol,manual,AWD,58143,11.3,31273,258,4,5,sedan,blue,3,no,partial,Italy
4607,X3,2023,2.5,236,petrol,automatic,RWD,0,7.7,70057,178,5,5,suv,,0,no,partial,Germany
4608,3 Series,2018,3.2,304,petrol,automatic,AWD,126724,9.1,31622,214,4,5,sedan,silver,,no,partial,Italy
4609,X1,2016,,136,petrol,automatic,AWD,131943,7.2,26240,154,5,5,suv,black,2,yes,full,UK
4610,i7,2005,0,534,electric,automatic,RWD,137280,0,74667,0,4,4,sedan,silver,4,yes,partial,Germany
4611,X1,2016,2,230,diesel,automatic,FWD,152945,6.8,31409,156,5,5,suv,blue,2,yes,full,Spain
4612,i7,2006,0,424,electric,automatic,AWD,238370,0,70569,0,4,4,sedan,black,3,yes,partial,Italy
4613,i3,2017,0,213,electric,automatic,RWD,117268,0,34291,0,5,4,hatchback,silver,2,no,partial,Turkey
4614,X5,2013,,302,diesel,automatic,AWD,142389,7.8,63062,189,5,5,suv,silver,2,no,full,USA
4615,Z4,2016,2.2,239,petrol,,RWD,190713,8.1,48927,178,2,2,convertible,black,2,no,full,USA
4616,X3,2022,3,265,diesel,automatic,RWD,41766,8.4,63748,190,5,5,suv,black,2,no,full,Spain
4617,X7,2023,3.5,291,diesel,automatic,AWD,24836,9.3,127414,206,5,5,suv,black,1,no,partial,Germany
4618,3 Series,2018,2,269,diesel,automatic,RWD,85954,6.9,36428,155,4,5,sedan,black,2,no,full,USA
4619,X3,2013,2.4,220,petrol,automatic,RWD,161469,8.2,40812,166,5,5,suv,silver,3,no,full,Spain
4620,X3,2020,3.2,247,diesel,automatic,RWD,78496,8.2,52241,180,5,5,suv,black,2,no,full,France
4621,3 Series,2022,2.7,226,hybrid,automatic,AWD,30510,6,35210,132,4,5,sedan,black,1,yes,full,France
4622,X3,2006,2.7,251,petrol,automatic,RWD,227110,7.6,24011,167,5,5,suv,white,3,no,partial,USA
4623,3 Series,2014,2.5,202,hybrid,automatic,RWD,177902,4.8,26367,95,4,5,sedan,black,3,no,partial,Spain
4624,X5,2015,4,321,diesel,automatic,AWD,123837,9.6,60479,193,5,5,suv,black,1,yes,full,France
4625,7 Series,2014,4.1,317,hybrid,automatic,RWD,243495,6.8,60815,148,4,5,sedan,white,4,yes,full,Spain
4626,X3,2018,3.2,293,hybrid,automatic,AWD,73437,5.9,56008,129,5,5,suv,blue,2,no,full,USA
4627,3 Series,2009,2.7,210,petrol,automatic,AWD,103442,9.3,17398,197,4,5,sedan,grey,3,yes,none,Germany
4628,5 Series,2014,2.7,249,diesel,automatic,RWD,161034,7.1,36192,156,4,5,sedan,white,2,yes,full,Spain
4629,5 Series,2011,2.9,291,hybrid,automatic,AWD,294576,5.6,35320,115,4,5,sedan,red,3,no,full,UK
4630,X3,2014,3,200,diesel,automatic,AWD,155358,7.8,30918,170,5,5,suv,white,2,yes,partial,Germany
4631,1 Series,2008,1.9,184,diesel,automatic,FWD,218663,7.6,6704,,5,4,hatchback,black,3,yes,partial,Spain
4632,5 Series,2021,4.3,325,diesel,automatic,RWD,5723,8.7,71605,192,4,5,sedan,red,1,no,full,Germany
4633,5 Series,2012,4.3,313,hybrid,automatic,RWD,148573,7,45804,,4,5,sedan,black,3,no,partial,USA
4634,5 Series,2023,4.3,341,diesel,,RWD,3061,10,74291,217,4,5,sedan,silver,0,no,full,USA
4635,5 Series,2021,2.3,195,hybrid,automatic,RWD,42246,5.5,51082,119,4,5,sedan,blue,2,no,partial,Turkey
4636,3 Series,2022,,250,diesel,automatic,RWD,32203,8.3,37999,188,4,5,sedan,silver,2,yes,full,Netherlands
4637,X3,2020,3.2,301,diesel,automatic,AWD,51649,8.4,55083,188,5,5,suv,,0,no,full,Turkey
4638,1 Series,2010,1.6,141,diesel,automatic,FWD,300000,6,5663,130,3,4,hatchback,black,3,yes,full,UK
4639,i3,2024,0,144,electric,automatic,RWD,0,0,62317,0,5,4,hatchback,grey,1,no,full,UK
4640,X1,2015,2,229,hybrid,automatic,FWD,231221,4.6,30802,88,5,5,suv,blue,3,no,partial,USA
4641,X1,2012,2,226,diesel,automatic,FWD,158484,7.2,28002,147,5,5,suv,red,5,no,full,Italy
4642,X7,2018,3.7,278,diesel,automatic,AWD,51714,9.5,99019,210,5,5,suv,white,1,no,partial,Netherlands
4643,3 Series,2012,2.2,241,petrol,,RWD,139225,8.7,26601,179,4,5,sedan,black,2,no,full,France
4644,1 Series,2024,2.6,246,petrol,automatic,FWD,0,9.5,30913,207,3,5,hatchback,white,0,no,full,Turkey
4645,5 Series,2009,3.1,272,hybrid,automatic,RWD,266918,,16423,114,4,5,sedan,white,5,yes,none,UK
4646,3 Series,2019,1.6,195,petrol,automatic,AWD,118681,8.4,30706,192,4,5,sedan,blue,2,no,partial,Italy
4647,5 Series,2005,4.1,302,hybrid,automatic,RWD,300000,6.7,16265,163,4,5,sedan,silver,5,yes,partial,Germany
4648,X5,2018,3.1,246,hybrid,automatic,AWD,91327,5.3,69497,110,5,5,suv,silver,2,no,full,USA
4649,X1,2021,2.4,213,diesel,automatic,AWD,52191,6.7,42413,140,5,5,suv,black,2,no,full,France
4650,X1,2015,2.1,186,diesel,automatic,AWD,160678,6.7,31301,139,5,5,suv,red,2,no,partial,Germany
4651,1 Series,2014,2.5,170,diesel,automatic,FWD,173084,6.7,14173,153,5,4,hatchback,black,2,no,full,Netherlands
4652,X7,2012,3.7,273,petrol,automatic,AWD,238348,9.2,79802,197,5,5,suv,black,2,no,full,Spain
4653,1 Series,2024,2.6,265,hybrid,automatic,RWD,20296,5.2,28429,111,5,4,hatchback,black,1,yes,partial,Spain
4654,X3,2024,2.1,183,diesel,automatic,AWD,26684,6.6,58304,,5,5,suv,blue,0,no,full,France
4655,i3,2018,0,160,electric,automatic,RWD,147249,0,39325,,5,4,hatchback,black,1,no,,Italy
4656,3 Series,2021,3,294,petrol,automatic,AWD,29171,9.1,43910,188,4,5,sedan,blue,1,no,full,Italy
4657,3 Series,2017,3.5,370,hybrid,automatic,RWD,81744,6.4,36771,139,4,5,sedan,white,2,yes,full,France
4658,X3,2006,2.8,212,petrol,automatic,RWD,300000,8.9,19602,212,5,5,suv,red,4,no,partial,France
4659,7 Series,2018,0,408,electric,automatic,AWD,60178,0,105475,0,4,4,sedan,red,1,no,full,UK
4660,X3,2017,3.3,338,hybrid,automatic,RWD,104355,5.6,48055,132,5,5,suv,grey,1,no,partial,Netherlands
4661,X7,2018,3.7,315,diesel,automatic,AWD,127921,8.5,87787,201,5,5,suv,silver,2,no,none,USA
4662,5 Series,2014,2.2,190,petrol,,RWD,195522,7,31288,157,4,5,sedan,red,3,yes,full,USA
4663,1 Series,2022,1.8,150,petrol,automatic,RWD,30385,6.9,24707,166,3,5,hatchback,red,0,no,partial,USA
4664,X7,2022,,299,hybrid,automatic,AWD,26635,5.7,97611,143,5,5,suv,grey,1,yes,full,Turkey
4665,3 Series,2020,2.7,246,diesel,automatic,AWD,75675,7.7,34840,166,4,5,sedan,silver,1,no,full,Italy
4666,7 Series,2023,3.1,346,petrol,automatic,AWD,27825,8.9,118897,190,4,4,sedan,black,0,no,,USA
4667,X5,2021,3.1,228,petrol,automatic,AWD,43607,9.1,86741,,5,5,suv,black,1,no,full,USA
4668,X1,2015,2.2,155,hybrid,automatic,FWD,216284,5.6,20913,126,5,5,suv,,3,no,partial,Turkey
4669,5 Series,2009,3.3,318,petrol,automatic,RWD,160570,10.2,27649,241,4,5,sedan,white,2,no,none,Turkey
4670,3 Series,2010,2.7,243,hybrid,manual,AWD,296052,5.1,12671,,4,5,sedan,red,4,yes,partial,USA
4671,X1,2010,1.7,131,hybrid,automatic,AWD,118235,4.7,19738,100,5,5,suv,silver,5,yes,full,Italy
4672,X1,2018,2.2,197,petrol,automatic,FWD,85284,8.2,30788,191,5,5,suv,grey,3,yes,partial,Italy
4673,X5,2010,3,308,petrol,automatic,AWD,189596,9.8,54260,208,5,5,suv,white,3,,partial,UK
4674,1 Series,2020,2.3,166,petrol,manual,FWD,52852,8.5,20331,182,5,4,hatchback,black,0,yes,partial,USA
4675,3 Series,2024,2.7,297,petrol,manual,AWD,1995,8.9,55903,201,4,5,sedan,silver,0,no,full,Germany
4676,X1,2013,2,223,diesel,automatic,AWD,161967,6.6,25726,135,5,5,suv,white,5,yes,full,Netherlands
4677,X7,2019,3.8,358,petrol,automatic,AWD,63592,9.8,90482,202,5,5,suv,silver,3,no,none,Turkey
4678,Z4,2018,2.7,277,petrol,automatic,RWD,124835,8.9,52636,194,2,2,convertible,black,2,no,partial,Netherlands
4679,X5,2018,3.8,342,petrol,automatic,AWD,47528,10.3,67985,257,5,5,suv,black,1,yes,full,Italy
4680,3 Series,2008,1.9,154,petrol,manual,AWD,49086,8.1,22666,177,4,5,sedan,silver,2,yes,full,Germany
4681,X1,2024,1.8,160,petrol,automatic,AWD,14249,7.9,47126,166,5,5,suv,white,0,no,full,Turkey
4682,3 Series,2020,2.8,231,diesel,automatic,AWD,48881,8.1,37932,173,4,5,sedan,white,,no,full,Italy
4683,5 Series,2011,2.2,238,diesel,automatic,RWD,227946,6.7,25308,155,4,5,sedan,red,4,yes,partial,Turkey
4684,X1,2006,2,156,hybrid,automatic,AWD,169962,4.6,15265,109,5,5,suv,silver,5,no,partial,Turkey
4685,5 Series,2017,2.5,189,hybrid,automatic,RWD,147688,5.5,37490,,4,5,sedan,black,1,yes,partial,France
4686,X5,2006,4.2,324,diesel,automatic,AWD,300000,8.7,31474,192,5,5,suv,black,3,yes,,UK
4687,X1,2007,2.2,233,petrol,automatic,AWD,267835,7,13010,152,5,5,suv,blue,2,yes,none,France
4688,5 Series,2021,4,334,diesel,automatic,AWD,42068,9,66612,187,4,5,sedan,white,1,no,full,Spain
4689,3 Series,2008,2.8,254,hybrid,automatic,RWD,300000,5.9,12140,121,4,5,sedan,red,3,yes,partial,Spain
4690,i4,2011,0,201,electric,automatic,AWD,137073,0,38249,0,4,5,coupe,,,no,partial,Turkey
4691,X5,2018,3.8,350,hybrid,automatic,AWD,40529,6.1,67687,130,5,5,suv,white,2,no,partial,Turkey
4692,1 Series,2016,2.6,218,hybrid,manual,FWD,80790,5.2,20330,102,3,5,hatchback,black,2,yes,partial,UK
4693,X1,2020,,218,diesel,automatic,FWD,60490,5.7,36619,,5,5,suv,white,0,yes,partial,Netherlands
4694,1 Series,2014,2,153,diesel,automatic,FWD,200151,6.3,11063,141,5,4,hatchback,blue,1,yes,full,Germany
4695,3 Series,2016,2.3,177,diesel,automatic,RWD,125817,6.9,22474,159,4,5,sedan,grey,3,no,partial,France
4696,i4,2005,0,229,electric,automatic,AWD,117682,0,32860,0,4,5,coupe,black,4,no,partial,Germany
4697,Z4,2018,2.9,281,petrol,automatic,RWD,98238,9.4,54589,207,2,2,convertible,white,2,no,partial,Netherlands
4698,X7,2017,3.3,339,diesel,automatic,AWD,129490,8.3,92963,182,5,5,suv,white,2,no,full,France
4699,i4,2024,0,302,electric,automatic,AWD,0,0,95277,0,4,5,coupe,blue,0,no,full,Spain
4700,X5,2011,4.2,324,hybrid,automatic,AWD,170589,7.3,53183,168,5,5,suv,white,5,no,partial,Italy
4701,3 Series,2022,3.2,350,diesel,automatic,AWD,63076,8.4,47642,186,4,5,sedan,silver,1,no,partial,USA
4702,X7,2014,4,308,hybrid,automatic,AWD,102622,6.9,79026,152,5,5,suv,black,2,yes,full,USA
4703,X3,2019,2,172,diesel,automatic,RWD,52482,7.3,48496,169,5,5,suv,blue,1,no,partial,Netherlands
4704,5 Series,2016,4.3,300,petrol,automatic,RWD,185761,11.2,44230,254,4,5,sedan,grey,3,no,full,UK
4705,3 Series,2014,2.8,309,hybrid,automatic,RWD,46548,5.2,37828,122,4,5,sedan,grey,3,no,full,Italy
4706,3 Series,2013,2,167,petrol,manual,AWD,256311,7.7,14113,157,4,5,sedan,white,3,yes,none,Italy
4707,i7,2009,0,525,electric,automatic,RWD,210479,0,93733,0,4,5,sedan,white,3,no,partial,UK
4708,1 Series,2024,2.4,257,hybrid,automatic,FWD,0,4.9,33773,114,3,5,hatchback,red,0,no,full,Netherlands
4709,3 Series,2015,2.1,177,petrol,automatic,RWD,111661,9,20231,206,4,5,sedan,silver,3,yes,none,UK
4710,X3,2019,3.3,276,hybrid,automatic,AWD,104029,5.6,47303,145,5,5,suv,black,2,no,none,UK
4711,X3,2024,2.7,281,hybrid,automatic,RWD,0,4.9,60195,93,5,5,suv,silver,0,no,partial,Spain
4712,3 Series,2019,2.2,192,diesel,automatic,RWD,77451,7,35641,168,4,5,sedan,white,4,no,full,Germany
4713,X3,2024,3.2,251,petrol,automatic,AWD,10082,10.4,63680,225,5,5,suv,black,,no,full,UK
4714,1 Series,2013,2.1,245,diesel,manual,FWD,110063,7.4,12432,164,5,5,hatchback,white,4,yes,none,Turkey
4715,5 Series,2015,2.1,224,diesel,automatic,RWD,130275,7,42152,157,4,5,sedan,white,2,no,full,Spain
4716,X5,2016,4.1,354,diesel,automatic,AWD,106939,8.9,59487,204,5,5,suv,red,3,yes,partial,USA
4717,3 Series,2006,1.6,145,hybrid,manual,RWD,266409,4,9841,84,4,5,sedan,white,2,no,none,USA
4718,X5,2021,3.3,317,diesel,automatic,AWD,36535,8.1,69073,173,5,5,suv,black,,yes,full,Turkey
4719,1 Series,2007,2.7,213,hybrid,manual,RWD,298289,5.9,2640,131,5,4,hatchback,silver,3,yes,partial,UK
4720,Z4,2015,2.5,292,petrol,automatic,RWD,244121,8,39307,183,2,2,convertible,white,2,yes,full,UK
4721,5 Series,2017,2.9,288,diesel,automatic,RWD,105057,7.8,48545,180,4,5,sedan,grey,4,,full,USA
4722,7 Series,2011,3.8,291,hybrid,automatic,AWD,190674,7,69498,148,4,5,sedan,black,5,no,full,USA
4723,X5,2012,3.1,236,diesel,automatic,AWD,250307,8.2,52278,185,5,5,suv,white,4,no,full,USA
4724,7 Series,2017,4.2,318,diesel,automatic,AWD,106521,9.6,88710,,4,5,sedan,black,2,no,full,UK
4725,X1,2012,2.1,240,petrol,automatic,AWD,123095,8.1,24901,184,5,5,suv,black,4,,partial,Italy
4726,X5,2019,3.2,259,diesel,automatic,AWD,42990,9.4,65599,211,5,5,suv,grey,1,no,none,USA
4727,5 Series,2008,3.4,238,diesel,automatic,AWD,191459,8.7,27430,191,4,5,sedan,white,3,no,partial,USA
4728,3 Series,2018,1.8,163,hybrid,manual,RWD,45739,4.9,38300,111,4,5,sedan,silver,1,no,full,Germany
4729,3 Series,2006,2.5,279,hybrid,automatic,RWD,300000,5.4,11906,114,4,5,sedan,blue,3,no,partial,USA
4730,3 Series,2024,2.3,266,hybrid,automatic,RWD,3139,5.2,43451,112,4,5,sedan,black,0,no,partial,UK
4731,X5,2017,4.4,365,diesel,automatic,AWD,115434,9.6,66716,216,5,5,suv,,2,no,full,Spain
4732,3 Series,2020,2.8,181,diesel,manual,RWD,62220,7.9,37995,164,4,5,sedan,black,2,no,full,Italy
4733,5 Series,2021,2.8,287,diesel,automatic,RWD,23374,7.5,61740,161,4,5,sedan,red,0,no,full,UK
4734,i4,2014,0,431,electric,automatic,RWD,143508,0,64098,0,4,5,coupe,red,2,no,full,Netherlands
4735,5 Series,2014,3.2,306,petrol,automatic,AWD,37051,10.3,48395,220,4,5,sedan,silver,2,no,partial,Italy
